name,cas,aldrich_catalog_number,source,smiles
N-(3-Aminophenyl)methanesulfonamide,37045-73-1,548278,Aldrich,C[S](=O)(=O)Nc1cccc(N)c1
N-(4-Aminophenyl)-4-methylbenzenesulfonamide,6380-08-1,371777,Aldrich,Cc1ccc(cc1)[S](=O)(=O)Nc2ccc(N)cc2
3-(Methylthio)aniline,1783-81-9,144886,Aldrich,CSc1cccc(N)c1
4-(Methylthio)aniline,104-96-1,M54503,Aldrich,CSc1ccc(N)cc1
Methyl 3-amino-4-methylthiophene-2-carboxylate,85006-31-1,546658,Aldrich,COC(=O)c1scc(C)c1N
Methyl 2-aminothiophene-3-carboxylate,4651-81-4,563080,Aldrich,COC(=O)c1ccsc1N
2-Aminothiophene-3-carbonitrile,4651-82-5,681067,Aldrich,Nc1sccc1C#N
Methyl 3-amino-2-thiophenecarboxylate,22288-78-4,232904,Aldrich,COC(=O)c1sccc1N
Amicarthiazol,21452-14-2,32066,Aldrich,Cc1cccc(NC(=O)c2sc(N)nc2)c1
"2-Amino-4,5-dimethylthiazole hydrochloride",71574-33-9,174408,Aldrich,CC1=C(SC(=N1)N)C
Ethyl 2-aminothiazole-4-carboxylate,5398-36-7,705152,Aldrich,CCOC(=O)c1csc(N)n1
2-Amino-4-methylthiazole,1603-91-4,A66006,Aldrich,Cc1csc(N)n1
2-Amino-5-bromothiazole monohydrobromide,61296-22-8,128023,Aldrich,C1=C(SC(=N1)N)Br
2-Aminothiazole-5-carbonitrile,51640-52-9,714801,Aldrich,C1=C(SC(=N1)N)C#N
"2-Amino-1,3,4-thiadiazole",4005-51-0,258881,Aldrich,Nc1scnn1
2-Amino-4-methylbenzothiazole,1477-42-5,193224,Aldrich,Cc1cccc2sc(N)nc12
2-Amino-5-bromobenzothiazole,20358-03-6,647683,Aldrich,C1=CC2=C(C=C1Br)N=C(S2)N
2-Amino-6-methylbenzothiazole,2536-91-6,288373,Aldrich,Cc1ccc2nc(N)sc2c1
2-Amino-6-methoxybenzothiazole,1747-60-0,162590,Aldrich,COc1ccc2nc(N)sc2c1
5-Amino-3-methyl-isothiazole hydrochloride,52547-00-9,155640,Aldrich,CC1=NSC(=C1)N
5-Amino-4-bromo-3-methylisothiazole,85508-99-2,766372,Aldrich,Cc1nsc(N)c1Br
