,UMAP1,UMAP2
334,22.474854,-1.1454778
335,22.466925,-1.1233888
336,22.468023,-1.116768
337,22.485106,-0.9448935
338,22.494202,-0.9484494
339,22.490967,-0.9044999
340,22.493944,-0.91342247
341,22.49518,-0.8932385
342,22.498901,-0.85847396
343,22.49686,-0.84511614
344,22.489695,-0.8606962
345,22.497734,-0.8494546
346,22.493093,-0.8189367
347,22.493416,-0.84643155
348,22.498352,-0.82318586
349,22.488647,-0.79749423
350,22.190813,0.75176424
351,22.194107,0.77114874
352,22.19604,0.7447754
353,22.191067,0.75431037
354,22.173433,0.7781985
355,22.211313,0.74047035
356,22.160599,0.79473245
357,22.148281,0.8127171
358,22.15541,0.80361426
359,22.131792,0.8316379
360,22.096199,0.87657696
361,22.119448,0.85040206
362,22.108944,0.8608433
363,22.105791,0.86991864
364,22.12939,0.8451952
365,22.088085,0.8962233
366,22.07609,0.91037375
367,22.047058,0.94070584
368,22.042667,0.94930464
369,22.065758,0.9236921
370,22.01429,0.98779935
371,22.032698,0.9713969
372,22.010954,0.9914859
373,22.05708,0.9375148
374,21.99364,1.0146465
375,21.986116,1.0220939
376,22.02142,0.9845855
377,22.031017,0.9689266
378,21.865131,1.1876906
379,21.871706,1.1802325
380,21.86185,1.1918365
381,21.879225,1.1745
382,21.848728,1.2093681
383,21.840382,1.2210456
384,21.788328,1.281479
385,21.871752,1.180722
386,21.80163,1.2636787
387,21.776598,1.292583
388,21.737984,1.333615
392,21.697655,1.3876785
393,21.702726,1.3820148
394,21.660538,1.4271408
395,21.676918,1.4096527
396,21.676147,1.411954
397,21.628702,1.4621514
398,21.607353,1.4878134
399,21.493952,1.6093745
400,21.52059,1.5826664
401,21.43371,1.6748754
402,21.504114,1.5992633
403,21.477596,1.6299007
404,21.47528,1.632483
405,21.459486,1.6470822
406,21.423403,1.6804856
407,21.430944,1.6760324
408,21.401005,1.7001436
409,21.369991,1.7328271
410,21.38448,1.7193108
411,21.40318,1.7008114
412,21.356768,1.7462393
413,21.351273,1.7478042
414,21.34721,1.753967
415,21.370281,1.73153
416,21.27941,1.8124208
417,21.280386,1.8085941
418,21.285625,1.8047873
419,21.260942,1.8260854
420,21.226118,1.8534714
421,21.297342,1.7857398
422,21.283167,1.8044724
423,21.229874,1.8489442
424,21.288277,1.7914486
425,21.135065,1.921211
426,21.152626,1.9039475
427,21.158823,1.8996264
428,21.14651,1.912353
429,21.120714,1.9305227
430,21.143316,1.9120363
431,21.02613,1.9934704
432,21.002535,2.005256
433,21.010542,2.0015373
434,20.97647,2.0265036
435,20.993898,2.0173259
436,20.96436,2.0278242
437,20.945726,2.0367486
438,20.93385,2.0684981
439,20.951805,2.0391862
440,20.943651,2.0508685
441,20.922955,2.0565886
442,20.941881,2.0466473
443,20.953714,2.0438309
444,20.209587,2.255486
445,20.169281,2.2811086
446,20.16258,2.2750432
447,20.126106,2.275067
448,20.127672,2.2734296
449,20.118542,2.280361
450,20.083107,2.277489
451,20.065865,2.2756522
452,20.117538,2.273257
453,20.075945,2.2780232
454,20.099707,2.2759695
455,20.075745,2.280996
456,19.955023,2.2621467
457,19.934973,2.277921
458,19.930725,2.2992632
459,19.908672,2.2796187
460,19.88216,2.2740724
461,19.858068,2.288058
462,19.833635,2.265916
463,19.789341,2.2648914
464,19.865793,2.2815204
465,19.84104,2.2659009
466,19.820417,2.2653906
467,19.766731,2.254789
468,19.793154,2.2623868
469,19.762949,2.2546515
470,19.7041,2.2283952
471,19.729305,2.23164
472,19.664967,2.2298646
473,19.595497,2.1837525
474,19.418623,2.1813524
475,19.387068,2.170377
476,19.386229,2.1691105
477,19.36928,2.1646705
478,19.362322,2.1596925
479,19.355007,2.1617248
480,19.309086,2.146041
481,19.359198,2.1626961
482,19.266405,2.122545
483,19.196707,2.106258
484,19.139727,2.0873644
485,19.099014,2.058171
486,19.036665,2.0511463
487,19.031433,2.0487876
488,19.080126,2.0728066
489,18.947989,2.0191352
490,18.923542,2.0096934
491,18.90054,2.00738
492,18.84388,1.9802519
493,18.831892,1.9767824
494,18.785057,1.9578943
495,18.761316,1.9567053
496,18.646624,1.8954788
497,18.654898,1.8979727
498,18.63296,1.8892821
499,18.57015,1.8592621
500,18.539993,1.846431
501,18.5117,1.8310258
502,18.466621,1.8107393
503,18.431229,1.7946851
504,18.37122,1.7595627
505,18.339596,1.7459441
506,18.364304,1.7588261
507,18.251417,1.7023598
508,18.240503,1.6964481
509,18.176586,1.6622164
510,18.122833,1.6270704
511,18.110386,1.627014
512,18.079294,1.6116321
513,18.053934,1.5998373
514,17.999796,1.567995
515,17.975513,1.5582647
516,17.927279,1.5298811
517,17.874165,1.5054129
518,17.890186,1.5138445
519,17.842161,1.4883053
520,17.759886,1.4413797
521,17.800507,1.4726301
522,17.737036,1.433121
523,17.684881,1.4082258
524,17.656267,1.3876144
525,17.630737,1.3725399
526,17.593378,1.3510416
527,17.577246,1.3425624
528,17.51813,1.3100296
529,17.497309,1.2919939
530,17.501902,1.3004858
531,17.448633,1.2649045
532,17.44046,1.2658442
533,17.404713,1.2416526
534,17.334738,1.2104255
535,17.275875,1.1572862
536,17.22374,1.1283748
537,17.244081,1.1453432
538,17.188492,1.1115879
539,17.148518,1.0936168
540,17.10138,1.0580645
541,17.065184,1.0357618
542,17.056335,1.0303453
543,17.012453,1.0043539
544,16.970886,0.97826165
545,16.928778,0.95397544
546,16.927027,0.9533497
547,16.874535,0.92284745
548,16.869474,0.92239827
549,16.802452,0.87792253
550,16.789675,0.86795014
551,16.754858,0.8474573
552,16.737278,0.8360405
553,16.710527,0.8231227
554,16.667171,0.7919093
555,16.624876,0.7668135
556,16.590267,0.7454215
557,16.549816,0.72054523
558,16.523434,0.7063983
559,16.486217,0.6794092
560,16.481441,0.6758932
561,16.414236,0.6343913
562,16.437178,0.65376794
563,16.352436,0.5990297
564,16.37776,0.6109658
565,16.279625,0.5478936
566,16.257353,0.528252
567,16.21118,0.5014576
568,16.155014,0.46835074
569,16.090721,0.42015308
570,16.069849,0.41837686
571,15.985376,0.35993993
572,15.987549,0.35988188
573,15.94853,0.33668816
574,15.90022,0.30130187
575,15.882527,0.29398996
576,15.846973,0.26975292
577,15.848494,0.27000216
578,15.81131,0.25066057
579,15.769598,0.223985
580,15.740799,0.20800981
581,15.728273,0.19912902
582,15.666107,0.15760349
583,15.625204,0.13662283
584,15.616898,0.1333005
585,15.565658,0.105672665
586,15.533685,0.08883578
587,15.508444,0.07247238
588,15.459879,0.03830335
589,15.484906,0.068127096
590,15.427112,0.02763795
591,15.42835,0.028527923
592,15.3789015,0.0019450248
593,15.358903,-0.0081558265
594,15.319651,-0.029367825
595,15.279147,-0.05081861
596,15.238903,-0.07275515
597,15.238511,-0.07217439
598,15.193669,-0.09664812
599,15.1728735,-0.108053036
600,15.115267,-0.14103776
601,15.087672,-0.15454516
602,15.05218,-0.17410943
603,15.017835,-0.19399588
604,14.982321,-0.21540283
605,14.988562,-0.20956568
606,14.969527,-0.22037369
607,14.8659315,-0.2806976
608,14.823674,-0.30285025
609,14.835341,-0.29694664
610,14.773609,-0.33094668
611,14.764197,-0.34203476
612,14.71911,-0.3579154
613,14.63176,-0.4074847
614,14.664279,-0.3939045
615,14.662445,-0.39159888
616,14.60905,-0.4214269
617,14.585412,-0.43536526
618,14.5251665,-0.47128206
619,14.532382,-0.46303445
620,14.533453,-0.46145186
621,14.437673,-0.5161608
622,14.348737,-0.57710844
623,14.390656,-0.5458848
624,14.360655,-0.5586462
625,14.332483,-0.57464874
626,14.318967,-0.5826189
627,14.311794,-0.588104
628,14.28129,-0.6121079
629,14.264695,-0.6125972
630,14.308858,-0.57962334
631,14.224006,-0.6354356
632,14.204701,-0.64741987
633,14.20484,-0.64454776
634,13.796472,-0.8431865
635,14.109965,-0.69287795
636,13.647913,-0.9187192
637,13.666967,-0.89452857
638,13.663795,-0.90268195
639,13.599425,-0.9405584
640,13.564328,-0.95939416
641,13.586267,-0.948145
642,13.584826,-0.9519536
643,13.521073,-0.9800936
644,13.504963,-0.9911942
645,13.509293,-0.9878967
646,13.473502,-0.9963402
647,13.454345,-1.0198689
648,13.428808,-1.0265052
649,13.380814,-1.0485361
650,13.325796,-1.0727755
651,13.314354,-1.0842829
652,13.2804785,-1.0853481
653,13.221203,-1.1176438
654,13.208629,-1.1217275
655,13.133443,-1.1521944
656,13.055221,-1.1848308
657,13.02487,-1.1950217
658,13.017767,-1.1910758
659,12.958981,-1.2233465
660,12.894652,-1.2497331
661,12.918024,-1.2401211
662,12.840231,-1.2710806
663,12.799212,-1.2974392
664,12.763509,-1.3090158
665,12.7639885,-1.3023328
666,12.752721,-1.3144693
667,12.2946005,-1.5197754
668,12.658698,-1.3496652
669,12.6079035,-1.3849629
670,12.598145,-1.3835033
671,12.591145,-1.3869584
672,12.345679,-1.4893619
673,12.27627,-1.5311557
674,12.186684,-1.5804583
675,12.131116,-1.606837
676,12.15239,-1.5921626
677,12.202573,-1.549842
678,12.202659,-1.5478361
679,12.14897,-1.5731555
680,12.059699,-1.627713
681,12.067144,-1.6485132
682,12.032322,-1.6377732
683,12.01862,-1.6445819
684,12.004451,-1.6544601
685,11.997539,-1.6527224
686,11.964211,-1.6817414
687,11.99897,-1.6517138
688,11.992721,-1.6508386
689,11.975485,-1.658707
690,11.957986,-1.66263
691,11.235499,-1.8955542
692,11.22612,-1.8898983
693,11.169827,-1.9116521
694,11.141444,-1.9322622
695,11.167314,-1.9084389
696,11.135878,-1.9350458
697,11.09819,-1.9576951
698,11.128495,-1.9315691
699,11.09818,-1.9490963
700,11.09665,-1.9489304
701,11.10452,-1.9487308
702,11.074108,-1.9580008
703,11.065517,-1.9626955
704,11.050651,-1.9707247
705,11.011336,-1.9927025
706,10.809784,-2.0442073
707,10.815189,-2.0416002
708,10.791792,-2.049012
709,10.770907,-2.0559042
710,10.808765,-2.0327892
711,10.761452,-2.0514913
712,10.728339,-2.0747674
713,10.744789,-2.0683494
714,10.729913,-2.0728524
715,10.679752,-2.0986984
716,10.624888,-2.1098504
717,10.581297,-2.1316757
718,10.574893,-2.1293519
719,10.585879,-2.1446788
720,10.588249,-2.1202087
721,10.516766,-2.1434276
722,10.507842,-2.1258612
723,10.44027,-2.15842
724,10.446033,-2.1500537
725,10.407038,-2.1651423
726,10.264814,-2.2073097
727,10.307062,-2.1891103
728,10.263858,-2.201986
729,10.317097,-2.148952
730,10.281506,-2.1961708
731,10.308369,-2.1764486
732,10.285636,-2.1950593
733,10.224478,-2.2138855
734,10.229529,-2.2093837
735,10.13303,-2.2438273
736,10.105959,-2.2663848
737,10.168136,-2.217649
738,10.158111,-2.2105281
739,10.120499,-2.2299352
740,10.023456,-2.2590806
741,10.030311,-2.2550223
742,10.0049715,-2.2621298
743,10.019994,-2.2552643
744,9.954534,-2.273461
745,9.983491,-2.2656121
746,9.941423,-2.2762806
747,9.945715,-2.288285
748,9.923707,-2.2795594
749,9.867828,-2.2922752
750,9.87522,-2.2909796
751,9.84198,-2.3040109
752,9.840059,-2.2920656
753,9.792543,-2.2979581
754,9.774831,-2.3142042
755,9.749548,-2.3184621
756,9.716217,-2.3303638
757,9.732873,-2.3213744
758,9.701322,-2.3262784
759,9.723832,-2.3229563
760,9.709246,-2.3240707
761,9.685494,-2.3255756
762,9.69845,-2.3234594
763,9.701746,-2.3232956
764,9.43384,-2.3346517
765,9.426888,-2.332882
766,8.998588,-2.3547552
767,8.963783,-2.376369
768,8.957219,-2.3592706
769,8.957982,-2.362191
770,8.936317,-2.3628712
771,8.925648,-2.363145
772,8.942738,-2.3662813
773,8.910877,-2.361031
774,8.912597,-2.360907
775,8.918177,-2.3712196
776,8.890676,-2.3580558
777,8.850742,-2.3507445
778,8.829738,-2.3439763
779,8.317965,-2.2685344
780,8.322744,-2.2707305
781,8.287369,-2.2620714
782,8.292276,-2.2646186
783,8.26539,-2.2514718
784,8.270174,-2.249994
785,8.231836,-2.2268188
786,8.242908,-2.246045
787,8.241468,-2.2474697
788,8.202291,-2.2167597
789,8.178126,-2.2065158
790,8.1410885,-2.182651
791,8.142202,-2.1897209
792,8.116007,-2.1720476
793,8.115379,-2.1826303
794,8.058831,-2.139464
795,8.058333,-2.1458077
796,8.012174,-2.1067026
797,7.9547696,-2.0892744
798,7.9298077,-2.0736744
799,7.893829,-2.0383651
800,7.866703,-2.0265448
801,7.804378,-1.9755186
802,7.7992287,-1.971049
803,7.7813797,-1.9577605
804,7.762239,-1.9384363
805,7.7589197,-1.9386826
806,7.7433076,-1.9265071
807,7.735702,-1.9221964
808,7.774759,-1.9593139
809,7.7046146,-1.8924637
810,7.691216,-1.8727914
811,7.6946573,-1.8785446
812,7.6740417,-1.865186
813,7.658155,-1.8515435
814,7.648159,-1.8388349
815,7.6460943,-1.8373859
816,7.632719,-1.8251145
817,7.611542,-1.8029175
818,7.5974298,-1.7857542
819,7.6003103,-1.7907474
820,7.5846963,-1.7691813
821,7.585913,-1.7672955
822,7.573209,-1.751279
823,7.3469467,-1.4639046
824,7.2977157,-1.3982006
825,7.2852545,-1.3872623
826,7.2820706,-1.3844572
827,7.2822285,-1.3813711
828,7.246073,-1.3339555
829,7.235168,-1.3262211
830,7.2424617,-1.3280782
831,7.23538,-1.3082393
832,7.2308564,-1.3285304
833,7.2344375,-1.3095003
834,7.196296,-1.2627733
835,7.209234,-1.2728041
836,7.2109723,-1.2745702
837,7.2082057,-1.2627665
838,7.239762,-1.2272764
839,7.1929307,-1.232213
840,7.1784854,-1.190792
841,7.158466,-1.1464903
842,7.142992,-1.1242213
843,7.1360955,-1.1170919
844,7.136628,-1.1091218
845,7.1408205,-1.109084
846,7.1344347,-1.0935862
847,7.0056033,-0.73366034
848,7.0030236,-0.7234488
849,7.0208516,-0.7117714
850,6.9926414,-0.6740598
851,6.965998,-0.69483954
852,6.9882784,-0.67769825
853,6.976248,-0.6139328
854,6.9772377,-0.6013882
855,7.0010777,-0.6280955
856,6.974163,-0.59316623
857,6.9580345,-0.48261204
858,6.943413,-0.4730682
859,6.939556,-0.4530526
860,6.9340243,-0.44522792
861,6.961025,-0.4592834
862,6.935526,-0.43281692
863,6.934505,-0.43593258
864,6.9374375,-0.43148598
865,6.941951,-0.41148576
866,6.9442,-0.4013169
867,6.9574485,-0.38771343
868,6.943311,-0.33956343
869,6.9373074,-0.26418808
870,6.943082,-0.20122784
871,6.941512,-0.1902882
872,6.9356275,-0.2025318
873,6.939315,-0.12237367
874,6.9420547,-0.14683643
875,6.9387097,-0.18979216
876,6.9439697,-0.15161698
877,6.923688,-0.18221875
878,6.9708104,-0.04968068
879,6.960889,-0.08184457
880,6.9571557,-0.07635843
881,6.9737787,-0.019889288
882,6.9640293,-0.022312071
883,6.997066,0.17986514
884,7.009002,0.20459592
885,7.018332,0.25270408
886,7.0196137,0.24663357
887,7.023804,0.25499505
888,7.0084324,0.23894808
889,7.045825,0.27840248
890,7.053111,0.32763758
891,7.047812,0.32755145
892,7.041353,0.33565515
893,7.037216,0.31056678
894,7.0492945,0.3344868
895,7.0732813,0.365357
896,7.0749183,0.41672665
897,7.0656786,0.4074158
898,7.127326,0.6767656
899,7.1270823,0.6733551
900,7.1216335,0.6099308
901,7.113915,0.68029606
902,7.123533,0.67478174
903,7.120239,0.66493946
904,7.135618,0.7178492
905,7.126211,0.68545115
906,7.14669,0.7543704
907,7.150739,0.7608459
908,7.229424,1.0571442
909,7.2553873,1.068175
910,7.2498665,1.0966927
911,7.2486286,1.0980996
912,7.255186,1.1082952
913,7.2512803,1.1015544
914,7.2518215,1.093898
915,7.252644,1.0996252
916,7.2718716,1.1364129
917,7.291611,1.2020706
918,7.3438406,1.2918105
919,7.3357754,1.307191
920,7.338562,1.2958083
921,7.3026724,1.2308612
922,7.3202653,1.285851
923,7.349279,1.3895555
924,7.362508,1.3952792
925,7.3518214,1.4044993
926,7.39419,1.4507293
927,7.366733,1.4297692
928,7.382276,1.4571793
929,7.4082994,1.5078057
930,7.3985415,1.4864583
931,7.4124017,1.5263706
932,7.401085,1.4988157
933,7.4032865,1.5048525
934,7.4096775,1.512479
935,7.42871,1.5579181
936,7.4159403,1.5266428
937,7.439181,1.551413
938,7.4112244,1.5308709
939,7.43716,1.558454
940,7.4441195,1.5748787
941,7.6205335,1.9626578
942,7.6406393,1.9821483
943,7.6340585,1.9791739
944,7.660039,2.0197334
945,7.6721206,2.0369453
946,7.6657786,2.0335357
947,7.677063,2.0493984
948,7.6650724,2.0337653
949,7.6878037,2.0683239
950,7.705514,2.0966728
951,7.696036,2.0809855
952,7.719025,2.1125293
953,7.727329,2.1290014
954,7.724912,2.118736
955,7.7388954,2.1355927
956,7.7327247,2.1336613
957,7.790639,2.2386067
958,7.8353124,2.303085
959,7.8101315,2.2678587
960,7.8488827,2.3226378
961,7.832031,2.2952132
962,7.900314,2.3883657
963,7.8632693,2.348325
964,7.896409,2.3862238
965,7.8752756,2.3638918
966,7.885781,2.3755362
967,7.8975563,2.386639
968,7.884775,2.3749073
969,7.948199,2.4376125
970,7.952953,2.4496691
971,7.9727154,2.4723394
972,7.9433002,2.4377515
973,7.931119,2.4281704
974,7.93432,2.43033
975,7.945414,2.444475
976,8.001161,2.5102048
977,7.9613237,2.4627209
978,8.334023,2.905634
979,8.338675,2.9125502
980,8.348309,2.921589
981,8.345014,2.9186702
982,8.361358,2.9361308
983,8.344456,2.9188378
984,8.363538,2.9409072
985,8.357215,2.9342184
986,8.379014,2.9548817
987,8.421168,3.0005157
988,8.416932,2.9964318
989,8.437717,3.0183342
990,8.451586,3.0332806
991,8.46015,3.0423384
992,8.524788,3.109969
993,8.567296,3.1532288
994,8.577538,3.164547
995,8.585888,3.1732662
996,8.590536,3.176973
997,8.626045,3.2156754
998,8.655423,3.2459383
999,8.636796,3.22727
1000,8.711515,3.3063033
1001,8.761622,3.3562288
1002,8.763916,3.3544474
1003,8.761755,3.3595939
1004,8.772942,3.371145
1005,8.79551,3.3960226
1006,8.799213,3.400356
1007,8.8164215,3.4180472
1008,8.791141,3.391775
1009,8.792934,3.395486
1010,8.827723,3.4303393
1011,8.826673,3.4326725
1012,8.82043,3.424836
1013,8.840348,3.4492197
1014,8.860492,3.468883
1015,10.235486,5.2882223
1016,10.221673,5.2898846
1017,10.237086,5.281447
1018,10.261274,5.2667174
1019,10.222296,5.311305
1020,10.189169,5.3385644
1021,10.226068,5.304693
1022,10.201579,5.3303223
1023,10.188989,5.3425336
1024,10.190929,5.346888
1025,10.170895,5.3598866
1026,10.174964,5.358959
1027,10.118181,5.4129353
1028,10.140446,5.3927736
1029,10.126005,5.4116187
1030,10.112208,5.424128
1031,10.082687,5.4423943
1032,10.044583,5.472843
1033,10.045897,5.4710655
1034,10.069373,5.4530163
1035,10.025929,5.4887357
1036,10.038006,5.4777107
1037,9.790383,5.6174245
