,r2,rmse,mae,r2_train,rmse_train,mae_train
949,-0.6229119526214744,13.034912552213001,11.079779843946593,0.7080950922732256,7.43889029628719,5.735198283289463
950,-0.6828199275601001,13.273316971894937,12.596791263734442,0.27086253578955566,11.756882084575897,9.423218193744633
951,-0.2846876461405581,11.597367421805185,10.341136211568072,0.3000144608206782,11.51945651771262,9.452003293131629
952,-0.060584688700532796,10.537396430394972,9.89194176167434,0.28896612150569656,11.61001023745534,9.285053484339072
953,-0.4607922964725124,12.366729956393772,11.381404783103509,0.2756747683722174,11.71802074943468,10.534617401598682
954,-0.2540858189341446,11.45840770639457,10.307920544884979,0.3871955000922591,10.778254362720812,8.88527284736679
955,-0.45102764295025843,12.325328002701596,10.58318383459658,0.7118803914232676,7.390500721937069,5.475921583226598
956,-0.3959619553822584,12.089196417573552,10.953830856148219,0.33376962437161306,11.238275401412743,8.97209403071033
957,-0.20065661026422466,11.211663397365529,9.541786277830775,0.34120053471878753,11.175425679945702,9.064216366487893
958,-0.043885749355564885,10.454111479235655,9.322127661369052,0.3312091859234916,11.259850009640033,8.971269043251938
959,-0.027959664396378647,10.374058185286147,9.544804916054357,0.436090102699238,10.33932803168418,9.003572866267865
960,-0.4607352791053032,12.366488606112336,10.630894909469545,0.7301950179218912,7.1517518689237525,5.485665193620025
961,-0.4661040277147368,12.389193498958054,11.619853412948974,0.3290113371313973,11.278336469579148,9.107749023490172
962,-0.11099690007543894,10.784923431163582,9.291566445655945,0.3630709730888899,10.988362458387085,9.147310628841813
963,0.13623756214736105,9.509502558058179,8.78901172632238,0.35256571761326716,11.078610702930515,8.941042955408017
964,-0.31774758538432235,11.745641929983183,10.741901114728247,0.30907342966609685,11.44467338007261,10.175543670932056
965,-0.4586654242829393,12.357723872857221,9.932519029762721,0.7066794176740832,7.456906969373857,5.534482787947137
966,-0.27832149391745364,11.568596887913044,9.556180182202244,0.7103668143215893,7.409887531846212,5.456497473319331
967,-0.3170923303016877,11.742721283927036,9.417070969628485,0.7055919203654608,7.470717564679755,5.3424351737706735
968,-0.35126067356750057,11.894062363128304,10.333186620744938,0.711393069387414,7.3967481832881425,5.890242637918217
969,-0.35085856065187615,11.892292492939921,10.643465059073074,0.3069320355791686,11.462394942109334,9.366754835186434
970,0.16934722365687505,9.325462994076073,8.56591416966521,0.29042432248916994,11.5980991192105,9.301857459948543
971,0.1251393026175267,9.570400134057143,8.8496425992633,0.335486593739753,11.223784751220427,9.400372694462657
972,-0.0807911814420923,10.637303211252421,9.478983720928214,0.3119087518303675,11.421166761447173,9.260566297689618
973,0.31245847705108987,8.484184581611558,6.90701773328375,0.5502976755121624,9.2331527815063,7.3394457436503435
974,0.5891475934381014,6.558485461151337,5.846180397824924,0.37367228148014653,10.896531326674872,9.150934561210073
975,0.26082677975528124,8.796983040184516,5.658265675230514,0.3705625786426622,10.923548348229861,9.029262494429972
976,0.25870230136875005,8.80961579692062,5.66517675793778,0.36878038020094184,10.93900196539007,9.04468696960403
977,0.2249409229411896,9.007993123243489,5.94781918034452,0.3790676614234635,10.84949677598807,8.842652064885817
978,0.2945938645617946,8.593701389233047,5.924464840282056,0.4318785916350989,10.37786538960901,8.658978496529304
979,-0.102650993469936,10.744338420389248,8.667416202558513,0.7015145962780001,7.522271511558506,5.462725703602823
980,0.19224314385573804,9.196042485121769,5.3213989976565035,0.36122058126503465,11.004312453617326,8.944398859509162
981,0.19284886240371957,9.192593886638951,5.553518287591012,0.3601124603999565,11.01385316832746,9.127312842660652
982,0.34634068220623226,8.272492283295541,4.874745045612095,0.353271838344258,11.072567641071977,8.991434470759621
983,0.3324566197880444,8.359886656402988,6.689243608332016,0.4988435767702173,9.747070475403572,8.420717985146807
984,0.28035000541312183,8.680031590545688,5.4774342326514045,0.3604994061004141,11.010522577136362,9.192560073386494
985,0.24609091777487402,8.88423689120678,5.746041530227449,0.374417539307062,10.89004658862371,8.943587518251702
986,0.3123872032488476,8.484624325542047,5.858117405737234,0.4227244857840239,10.461140237760304,8.808648219724038
987,-0.12124092493309568,10.83453091278706,8.633547547331792,0.6984984321148318,7.560181870402981,5.503485223819833
988,0.17848218475854882,9.274043646375096,5.525375258810976,0.3529231156273792,11.075552462000017,9.050816782041517
989,0.19085614761044412,9.203934343705038,5.565040456219612,0.35459377076058507,11.061245516619454,9.229092180333119
990,0.3715128682563388,8.111643163574376,4.7420526295845935,0.3437034929707099,11.1541762376342,9.088831278032702
991,0.43607002967054476,7.683750077990731,6.376636083346901,0.4773616668799999,9.95378110170086,8.60293752524977
992,0.24400536420197327,8.896516724508919,5.751891436916373,0.37272906458302246,10.904733044098114,8.958426542358076
993,0.31066728919042175,8.495228920836151,5.870292575712932,0.4209861886822084,10.476878737400018,8.823757117914386
994,-0.12582242132642718,10.85664380564004,8.64814470279729,0.6979356651930875,7.567234299345801,5.512494314136813
995,0.17708729984176452,9.281913674751877,5.51704721271463,0.3509798314128969,11.092170897705735,9.069981933870174
996,0.18922299097108208,9.213218162208909,5.558364653382559,0.3525673132996704,11.078597050580123,9.251791404266733
997,0.37062404010864214,8.117377019605641,4.732748047488793,0.3418255676404893,11.170123105439155,9.103609038891953
998,0.4293935035777475,7.729101284512196,6.3826039880760685,0.4768890333628357,9.95828079791504,8.599582793924368
999,0.2834580277196064,8.661267661612253,5.867549846809995,0.43430725293331707,10.355659472119518,8.5847334804644
1000,-0.08575463949024265,10.661700768509862,8.606496342639447,0.6988542209228555,7.555719833736552,5.471243653970637
1001,0.1849266862684169,9.237596316299973,5.31830557488375,0.3655757583708744,10.966734772701834,8.878131492273607
1002,0.18352989028259614,9.245508189971067,5.633610865154092,0.3643454686006632,10.97736309199427,9.053764335883898
1003,0.32572723478043,8.401918252273441,5.0273897075272105,0.3585234726717259,11.027519652855483,8.923148205615878
1004,0.3268484685343196,8.394929660726755,6.778098497130265,0.5040505523795699,9.696302616823552,8.355585993333795
1005,-0.03273310385617623,10.398116806326218,8.30093153058466,0.723753127735487,7.236626204533736,5.277342711094708
1006,0.22758790261187634,8.992597930680493,5.670953463690594,0.4137681415011496,10.541979414949404,8.691689440417742
1007,0.22560484518227553,9.004134134640061,5.708496122657558,0.4166860700395416,10.515710699708446,8.88900827274482
1008,0.4130422942747586,7.839061051607284,4.882366236603076,0.4058132289034143,10.613263455433106,8.71121721744629
